Sentence #,Word,Tag
Sentence:  29,is,O
Sentence:  29,een,O
Sentence:  29,samenstelling,O
Sentence:  29,van,O
Sentence:  29,een,O
Sentence:  29,foto,O
Sentence:  29,van,O
Sentence:  29,de,B-GPE.Org
Sentence:  29,gemeente,I-GPE.Org
Sentence:  29,Zwolle,I-GPE.Org
Sentence:  29,en,O
Sentence:  29,een,O
Sentence:  29,eigen,O
Sentence:  29,foto,O
Sentence:  29,van,O
Sentence:  29,Groen,B-PER.Ind
Sentence:  29,Holtenbroek,I-PER.Ind
Sentence:  29,.,O
Sentence:  30,Spandoeken,O
Sentence:  30,opgehangen,O
Sentence:  30,tegen,O
Sentence:  30,windmolens,O
Sentence:  30,in,O
Sentence:  30,Rijssen,B-GPE.Gpe
Sentence:  30,en,O
Sentence:  30,Holten,B-GPE.Gpe
Sentence:  31,In,O
Sentence:  31,2017,O
Sentence:  31,is,O
Sentence:  31,de,O
Sentence:  31,waarborg,O
Sentence:  31,van,O
Sentence:  31,kwaliteit,O
Sentence:  31,van,O
Sentence:  31,jeugd,O
Sentence:  31,en,O
Sentence:  31,wmo,O
Sentence:  31,zorg,O
Sentence:  31,buiten,O
Sentence:  31,de,O
Sentence:  31,wkkgz,O
Sentence:  31,gehouden,O
Sentence:  31,door,O
Sentence:  31,dit,B-ORG.Gov
Sentence:  31,kabinet,I-ORG.Gov
Sentence:  31,.,O
Sentence:  32,In,O
Sentence:  32,2018,O
Sentence:  32,heeftin,O
Sentence:  32,zijn,O
Sentence:  32,brief,O
Sentence:  32,de,O
Sentence:  32,kwaliteit,O
Sentence:  32,van,O
Sentence:  32,zorg,O
Sentence:  32,gedecentraliseerd,O
Sentence:  32,naar,O
Sentence:  32,gemeenten,B-ORG.Gov
Sentence:  32,.,O
Sentence:  33,Vanavond,O
Sentence:  33,stelde,O
Sentence:  33,de,B-ORG.Gov
Sentence:  33,gemeenteraad,I-ORG.Gov
Sentence:  33,vande,O
Sentence:  33,profielschets,O
Sentence:  33,voor,O
Sentence:  33,mijn,B-PER.Ind
Sentence:  33,opvolger,I-PER.Ind
Sentence:  33,vast,O
Sentence:  33,",",O
Sentence:  33,na,O
Sentence:  33,bespreking,O
Sentence:  33,daarvan,O
Sentence:  33,met,O
Sentence:  33,de,B-PER.Ind
Sentence:  33,Commissaris,I-PER.Ind
Sentence:  33,van,I-PER.Ind
Sentence:  33,de,I-PER.Ind
Sentence:  33,Koning,I-PER.Ind
Sentence:  33,.,O
Sentence:  34,De,B-ORG.Gov
Sentence:  34,vz,I-ORG.Gov
Sentence:  34,Vertrouwenscommissie,I-ORG.Gov
Sentence:  34,J.W.,I-ORG.Gov
Sentence:  34,Schutte,I-ORG.Gov
Sentence:  34,stelde,O
Sentence:  34,de,O
Sentence:  34,schets,O
Sentence:  34,aan,O
Sentence:  34,CvdK,B-PER.Ind
Sentence:  34,Heidema,I-PER.Ind
Sentence:  34,ter,O
Sentence:  34,hand.,O
Sentence:  35,Enschedese,B-PER.Ind
Sentence:  35,ondernemer,I-PER.Ind
Sentence:  35,hekelt,O
Sentence:  35,gemeente,B-ORG.Gov
Sentence:  35,deel,I-ORG.Gov
Sentence:  35,raad,I-ORG.Gov
Sentence:  35,kapittelt,O
Sentence:  36,Kan,O
Sentence:  36,De,B-PER.Ind
Sentence:  36,Wever,I-PER.Ind
Sentence:  36,bevestigingen,O
Sentence:  36,dat,O
Sentence:  36,in,O
Sentence:  36,gemeentes,B-ORG.Gov
Sentence:  36,met,I-ORG.Gov
Sentence:  36,een,I-ORG.Gov
Sentence:  36,NVAburgemeester,I-ORG.Gov
Sentence:  36,de,B-PER.Group
Sentence:  36,vrijwilligers,I-PER.Group
Sentence:  36,vd,I-PER.Group
Sentence:  36,vaccinatiecentra,I-PER.Group
Sentence:  36,geen,O
Sentence:  36,vergoeding,O
Sentence:  36,mogen,O
Sentence:  36,uitbetalen,O
Sentence:  36,?,O
Sentence:  37,Er,O
Sentence:  37,is,O
Sentence:  37,uitgelekt,O
Sentence:  37,dat,O
Sentence:  37,burgemeester,B-PER.Ind
Sentence:  37,Vandeput,I-PER.Ind
Sentence:  37,NVA,B-ORG.NonGov
Sentence:  37,van,I-ORG.NonGov
Sentence:  37,Hasselt,I-ORG.NonGov
Sentence:  37,deze,O
Sentence:  37,vergoeding,O
Sentence:  37,niet,O
Sentence:  37,gaat,O
Sentence:  37,betalen,O
Sentence:  37,in,O
Sentence:  37,tegenstel,O
Sentence:  37,.,O
Sentence:  38,Samen,O
Sentence:  38,met,O
Sentence:  38,wethouder,B-PER.Ind
Sentence:  38,Sociaal,I-PER.Ind
Sentence:  38,Domein,I-PER.Ind
Sentence:  38,Dorrit,I-PER.Ind
Sentence:  38,De,I-PER.Ind
Sentence:  38,Jong,I-PER.Ind
Sentence:  38,van,O
Sentence:  38,dezijn,O
Sentence:  38,ook,O
Sentence:  38,wij,O
Sentence:  38,blij,O
Sentence:  38,met,O
Sentence:  38,de,O
Sentence:  38,3,O
Sentence:  38,miljoen,O
Sentence:  38,euro,O
Sentence:  38,die,O
Sentence:  38,voor,O
Sentence:  38,deze,B-LOC
Sentence:  38,regio,I-LOC
Sentence:  38,beschikbaar,O
Sentence:  38,is,O
Sentence:  38,om,O
Sentence:  38,dakloosheid,O
Sentence:  38,tegen,O
Sentence:  38,te,O
Sentence:  38,gaan,O
Sentence:  38,.,O
Sentence:  42,Nou,O
Sentence:  42,hebben,O
Sentence:  42,we,O
Sentence:  42,wijsneuzen,B-PER.Group
Sentence:  42,genoeg,O
Sentence:  42,in,O
Sentence:  42,deze,B-ORG.Gov
Sentence:  42,gemeente,I-ORG.Gov
Sentence:  42,",",O
Sentence:  42,ga,O
Sentence:  42,eerst,O
Sentence:  42,eens,O
Sentence:  42,in,O
Sentence:  42,de,O
Sentence:  42,jaarrekening,O
Sentence:  42,kijken,O
Sentence:  42,en,O
Sentence:  42,draag,O
Sentence:  42,eens,O
Sentence:  42,ideeën,O
Sentence:  42,aan,O
Sentence:  42,...,O
Sentence:  43,Toch,O
Sentence:  43,zo,O
Sentence:  43,blij,O
Sentence:  43,datniet,O
Sentence:  43,met,O
Sentence:  43,postNL,B-ORG.Com
Sentence:  43,verzend,O
Sentence:  43,.,O
Sentence:  46,Burgemeester,B-PER.Ind
Sentence:  46,Zwolle,I-PER.Ind
Sentence:  46,buigt,O
Sentence:  46,zich,O
Sentence:  46,nu,O
Sentence:  46,over,O
Sentence:  46,gedoe,O
Sentence:  46,rond,O
Sentence:  46,versterkte,O
Sentence:  46,gebedsoproep,O
Sentence:  46,moskeeGeluidsoverlast,O
Sentence:  46,",",O
Sentence:  46,kan,O
Sentence:  46,de,O
Sentence:  46,Gemeente,B-ORG.Gov
Sentence:  46,gelijk,O
Sentence:  46,sluiten,O
Sentence:  46,via,O
Sentence:  46,de,O
Sentence:  46,Gemeentewet,O
Sentence:  46,.,O
Sentence:  49,In,O
Sentence:  49,Boom,B-GPE.Org
Sentence:  49,zegt,O
Sentence:  49,de,B-PER.Ind
Sentence:  49,burgemeester,I-PER.Ind
Sentence:  49,neen,O
Sentence:  49,",",O
Sentence:  49,in,O
Sentence:  49,Hasselt,B-GPE.Org
Sentence:  49,zegt,O
Sentence:  49,de,B-PER.Ind
Sentence:  49,burgemeester,I-PER.Ind
Sentence:  49,dan,O
Sentence:  49,weer,O
Sentence:  49,ja,O
Sentence:  49,!,O
Sentence:  49,?,O
Sentence:  50,WestOverijssel,B-GPE.Org
Sentence:  50,zet,O
Sentence:  50,een,O
Sentence:  50,volgende,O
Sentence:  50,stap,O
Sentence:  50,in,O
Sentence:  50,de,O
Sentence:  50,regionale,O
Sentence:  50,energiestrategieNieuwleusen,O
Sentence:  50,Energiestrategie,O
Sentence:  50,Energiestransitie,O
Sentence:  52,1,O
Sentence:  52,molen,O
Sentence:  52,in,O
Sentence:  52,Usselo,B-GPE.Gpe
Sentence:  52,is,O
Sentence:  52,genoeg,O
Sentence:  52,!,O
Sentence:  56,Maar,O
Sentence:  56,doe,O
Sentence:  56,er,O
Sentence:  56,wat,O
Sentence:  56,aan,O
Sentence:  56,man,O
Sentence:  56,dat,O
Sentence:  56,het,O
Sentence:  56,vaccinatieschema,O
Sentence:  56,hopeloos,O
Sentence:  56,uitloopt!!Wie,O
Sentence:  56,stuurt,O
Sentence:  56,t,O
Sentence:  56,RIVM,B-ORG.NonGov
Sentence:  56,aan,O
Sentence:  56,?,O
Sentence:  58,Van,B-PER.Ind
Sentence:  58,Delden,I-PER.Ind
Sentence:  58,de,O
Sentence:  58,laan,O
Sentence:  58,uit,O
Sentence:  58,is,O
Sentence:  58,een,O
Sentence:  58,goede,O
Sentence:  58,zet,O
Sentence:  58,",",O
Sentence:  58,maar,O
Sentence:  58,komt,O
Sentence:  58,er,O
Sentence:  58,nu,O
Sentence:  58,wel,O
Sentence:  58,een,O
Sentence:  58,crisismanager,O
Sentence:  58,te,O
Sentence:  58,zitten,O
Sentence:  58,?,O
Sentence:  58,?,O
Sentence:  60,Goed,O
Sentence:  60,om,O
Sentence:  60,te,O
Sentence:  60,weten,O
Sentence:  60,dat,O
Sentence:  60,deze,O
Sentence:  60,beschikbaar,O
Sentence:  60,is,O
Sentence:  60,gesteld,O
Sentence:  60,door,O
Sentence:  60,Carbid,B-ORG.NonGov
Sentence:  60,Academy,I-ORG.NonGov
Sentence:  60,Ruimerwold,I-ORG.NonGov
Sentence:  60,.,O
Sentence:  63,Vanochtend,O
Sentence:  63,opnames,O
Sentence:  63,over,O
Sentence:  63,onze,O
Sentence:  63,bijzondere,O
Sentence:  63,samenwerking,O
Sentence:  63,voor,O
Sentence:  63,Warmtenet,O
Sentence:  63,Zandweerd,O
Sentence:  63,vanuit,O
Sentence:  63,het,O
Sentence:  63,programma,O
Sentence:  63,NEO.heeft,O
Sentence:  63,onze,O
Sentence:  63,bijdrage,O
Sentence:  63,vanuitgoed,O
Sentence:  63,verwoord,O
Sentence:  63,.,O
Sentence:  65,Geneuzel,O
Sentence:  65,van,O
Sentence:  65,de,B-GPE.Org
Sentence:  65,gemeente,I-GPE.Org
Sentence:  65,Hengelo,I-GPE.Org
Sentence:  65,",",O
Sentence:  65,ze,O
Sentence:  65,mochten,O
Sentence:  65,blij,O
Sentence:  65,zijn,O
Sentence:  65,dat,O
Sentence:  65,de,B-ORG.Gov
Sentence:  65,gemeente,I-ORG.Gov
Sentence:  65,op,O
Sentence:  65,de,O
Sentence:  65,kaart,O
Sentence:  65,gezet,O
Sentence:  65,werd,O
Sentence:  65,.,O
Sentence:  66,College,B-ORG.Gov
Sentence:  66,van,I-ORG.Gov
Sentence:  66,gemeente,I-ORG.Gov
Sentence:  66,Kampen,I-ORG.Gov
Sentence:  66,wil,O
Sentence:  66,volgend,O
Sentence:  66,jaar,O
Sentence:  66,investeren,O
Sentence:  66,in,O
Sentence:  66,binnenstad,B-LOC
Sentence:  66,",",O
Sentence:  66,klimaatadaptatie,O
Sentence:  66,en,O
Sentence:  66,toezicht,O
Sentence:  66,en,O
Sentence:  66,handhaving,O
Sentence:  67,Nu,O
Sentence:  67,zomerreces,O
Sentence:  67,",",O
Sentence:  67,omgevingsbeleid,O
Sentence:  67,6,O
Sentence:  67,septemberKomt,O
Sentence:  67,het,O
Sentence:  67,grootste,O
Sentence:  67,zonnepark,O
Sentence:  67,van,O
Sentence:  67,Enschede,B-GPE.Gpe
Sentence:  67,bij,O
Sentence:  67,Het,B-LOC
Sentence:  67,Rutbeek,I-LOC
Sentence:  67,?,O
Sentence:  69,Op,O
Sentence:  69,woensdag,O
Sentence:  69,26,O
Sentence:  69,mei,O
Sentence:  69,is,O
Sentence:  69,op,O
Sentence:  69,last,O
Sentence:  69,van,O
Sentence:  69,burgemeester,B-PER.Ind
Sentence:  69,Broekhuizen,I-PER.Ind
Sentence:  69,een,O
Sentence:  69,woning,O
Sentence:  69,aan,O
Sentence:  69,Laan,O
Sentence:  69,4045,O
Sentence:  69,in,O
Sentence:  69,Vriezenveen,B-GPE.Gpe
Sentence:  69,voor,O
Sentence:  69,een,O
Sentence:  69,periode,O
Sentence:  69,van,O
Sentence:  69,zes,O
Sentence:  69,maanden,O
Sentence:  69,gesloten,O
Sentence:  69,.,O
Sentence:  71,Gaan,O
Sentence:  71,jullie,O
Sentence:  71,ook,O
Sentence:  71,inmeedoen,O
Sentence:  71,aan,O
Sentence:  71,gemeenteraad,B-ORG.Gov
Sentence:  71,?,O
Sentence:  73,Burgemeester,B-PER.Ind
Sentence:  73,Twenterand,I-PER.Ind
Sentence:  73,sluit,O
Sentence:  73,woning,O
Sentence:  73,Vriezenveen,B-GPE.Gpe
Sentence:  73,op,O
Sentence:  73,basis,O
Sentence:  73,van,O
Sentence:  73,Wet,O
Sentence:  73,Damocles,O
Sentence:  73,voor,O
Sentence:  73,zes,O
Sentence:  73,maanden,O
Sentence:  73,na,O
Sentence:  73,vondst,O
Sentence:  73,hennepkwekerijKIEKUUT,O
Sentence:  73,ondermijning,O
Sentence:  78,Zeg,O
Sentence:  78,dat,O
Sentence:  78,maar,O
Sentence:  78,eens,O
Sentence:  78,tegen,O
Sentence:  78,burgemeester,B-PER.Ind
Sentence:  78,",",I-PER.Ind
Sentence:  78,Sjors,I-PER.Ind
Sentence:  78,.,O
Sentence:  80,Dit,O
Sentence:  80,is,O
Sentence:  80,toch,O
Sentence:  80,van,O
Sentence:  80,de,B-PER.Ind
Sentence:  80,wethouder,I-PER.Ind
Sentence:  80,met,O
Sentence:  80,zijn,O
Sentence:  80,lijfspreuk,O
Sentence:  83,Met,O
Sentence:  83,deze,O
Sentence:  83,sportplannen,O
Sentence:  83,voor,O
Sentence:  83,Almelo,B-GPE.Gpe
Sentence:  83,moet,O
Sentence:  83,dat,O
Sentence:  83,lukkenDe,O
Sentence:  83,komende,O
Sentence:  83,tijd,O
Sentence:  83,benaderen,O
Sentence:  83,we,O
Sentence:  83,ook,O
Sentence:  83,de,O
Sentence:  83,Almelose,O
Sentence:  83,wielerclubs,O
Sentence:  83,om,O
Sentence:  83,mee,O
Sentence:  83,te,O
Sentence:  83,Arjen,B-PER.Ind
Sentence:  83,Maathuis,I-PER.Ind
Sentence:  83,",",I-PER.Ind
Sentence:  83,",",I-PER.Ind
Sentence:  83,wethouder,I-PER.Ind
Sentence:  83,Aadorp,I-PER.Ind
Sentence:  83,en,I-PER.Ind
Sentence:  83,Bornerbroek,I-PER.Ind
Sentence:  83,.,O
Sentence:  84,Carnavalsoptocht,O
Sentence:  84,verdwijnt,O
Sentence:  84,uit,O
Sentence:  84,centrum,B-LOC
Sentence:  84,Enschede,I-LOC
Sentence:  84,alle,O
Sentence:  84,aandacht,O
Sentence:  84,nu,O
Sentence:  84,naar,O
Sentence:  84,Twekkerlerveld,B-LOC
Sentence:  84,.,O
Sentence:  85,Raad,B-ORG.NonGov
Sentence:  85,EKR,I-ORG.NonGov
Sentence:  85,heeft,O
Sentence:  85,besloten,O
Sentence:  85,om,O
Sentence:  85,de,O
Sentence:  85,krachten,O
Sentence:  85,te,O
Sentence:  85,bundelen,O
Sentence:  85,met,O
Sentence:  85,de,O
Sentence:  85,verlichte,O
Sentence:  85,optocht,O
Sentence:  85,in,O
Sentence:  85,Twekkelerveld,B-LOC
Sentence:  85,.,O
Sentence:  86,Staphorst,B-GPE.Org
Sentence:  86,is,O
Sentence:  86,de,O
Sentence:  86,gemeente,O
Sentence:  86,met,O
Sentence:  86,het,O
Sentence:  86,hoogste,O
Sentence:  86,sociale,O
Sentence:  86,kapitaal,O
Sentence:  86,van,O
Sentence:  86,Nederland,B-GPE.Gpe
Sentence:  86,.,O
Sentence:  87,Dat,O
Sentence:  87,blijkt,O
Sentence:  87,uit,O
Sentence:  87,een,O
Sentence:  87,inventarisatie,O
Sentence:  87,van,O
Sentence:  87,economisch,B-ORG.NonGov
Sentence:  87,onderzoeksbureau,I-ORG.NonGov
Sentence:  87,SEO,I-ORG.NonGov
Sentence:  88,De,O
Sentence:  88,kern,O
Sentence:  88,van,O
Sentence:  88,het,O
Sentence:  88,conflict,O
Sentence:  88,tussen,O
Sentence:  88,de,B-ORG.Gov
Sentence:  88,gemeente,I-ORG.Gov
Sentence:  88,gaat,O
Sentence:  88,over,O
Sentence:  88,een,O
Sentence:  88,meningsverschil,O
Sentence:  88,over,O
Sentence:  88,de,O
Sentence:  88,feiten,O
Sentence:  88,kan,O
Sentence:  88,er,O
Sentence:  88,echt,O
Sentence:  88,herleid,O
Sentence:  88,worden,O
Sentence:  88,?,O
Sentence:  88,",",O
Sentence:  88,niet,O
Sentence:  88,zozeer,O
Sentence:  88,over,O
Sentence:  88,de,O
Sentence:  88,interpretatie,O
Sentence:  88,van,O
Sentence:  88,de,O
Sentence:  88,wet,O
Sentence:  88,.,O
Sentence:  89,De,O
Sentence:  89,meeste,O
Sentence:  89,secundaire,O
Sentence:  89,kritiek,O
Sentence:  89,van,O
Sentence:  89,de,B-ORG.Gov
Sentence:  89,gemeente,I-ORG.Gov
Sentence:  89,gaat,O
Sentence:  89,over,O
Sentence:  89,bestuursrechtelijke,O
Sentence:  89,kwesties,O
Sentence:  89,",",O
Sentence:  89,niet,O
Sentence:  89,over,O
Sentence:  89,de,O
Sentence:  89,AVG,O
Sentence:  89,.,O
Sentence:  90,Dijkwerkers,B-PER.Group
Sentence:  90,on,O
Sentence:  90,Tour,O
Sentence:  90,op,O
Sentence:  90,bezoek,O
Sentence:  90,bij,O
Sentence:  90,hetProject,O
Sentence:  90,Stenendijk,O
Sentence:  90,Hasselt,O
Sentence:  90,van,O
Sentence:  90,.,O
Sentence:  91,Interessant,O
Sentence:  91,gesprek,O
Sentence:  91,op,O
Sentence:  91,de,O
Sentence:  91,dijk,O
Sentence:  91,over,O
Sentence:  91,cultuur,O
Sentence:  91,historische,B-LOC
Sentence:  91,zeedijk,I-LOC
Sentence:  91,",",O
Sentence:  91,elektrificatie,O
Sentence:  91,van,O
Sentence:  91,materieel,O
Sentence:  91,en,O
Sentence:  91,hoe,O
Sentence:  91,dit,O
Sentence:  91,aan,O
Sentence:  91,te,O
Sentence:  91,besteden,O
Sentence:  91,?,O
Sentence:  91,!,O
Sentence:  92,De,B-ORG.Gov
Sentence:  92,gemeenteraad,I-ORG.Gov
Sentence:  92,heeft,O
Sentence:  92,Sander,B-PER.Ind
Sentence:  92,de,I-PER.Ind
Sentence:  92,Rouwe,I-PER.Ind
Sentence:  92,voorgedragen,O
Sentence:  92,als,O
Sentence:  92,de,B-PER.Ind
Sentence:  92,nieuwe,I-PER.Ind
Sentence:  92,burgemeester,I-PER.Ind
Sentence:  92,vanpersonalia,I-PER.Ind
Sentence:  93,In,O
Sentence:  93,de,O
Sentence:  93,RES,O
Sentence:  93,is,O
Sentence:  93,afgesproken,O
Sentence:  93,dat,O
Sentence:  93,er,O
Sentence:  93,altijd,O
Sentence:  93,contact,O
Sentence:  93,is,O
Sentence:  93,met,O
Sentence:  93,buurgemeenten,B-ORG.Gov
Sentence:  93,en,O
Sentence:  93,regios,B-LOC
Sentence:  93,.,O
Sentence:  94,Grens,B-LOC
Sentence:  94,is,O
Sentence:  94,een,O
Sentence:  94,heel,O
Sentence:  94,ander,O
Sentence:  94,verhaal,O
Sentence:  94,",",O
Sentence:  94,het,O
Sentence:  94,idee,O
Sentence:  94,van,O
Sentence:  94,gemeente,B-GPE.Org
Sentence:  94,Losser,I-GPE.Org
Sentence:  94,klinkt,O
Sentence:  94,leuk,O
Sentence:  94,maar,O
Sentence:  94,zitten,O
Sentence:  94,grote,O
Sentence:  94,nadelen,O
Sentence:  94,aan,O
Sentence:  94,.,O
Sentence:  95,Bovendien,O
Sentence:  95,het,O
Sentence:  95,lokale,O
Sentence:  95,HT,O
Sentence:  95,warmtenet,O
Sentence:  95,wordt,O
Sentence:  95,fors,O
Sentence:  95,uitgebreid,O
Sentence:  95,en,O
Sentence:  95,gevoed,O
Sentence:  95,door,O
Sentence:  95,vuilverbrander,O
Sentence:  95,Twence,B-ORG.NonGov
Sentence:  95,.,O
Sentence:  96,Tot,O
Sentence:  96,in,O
Sentence:  96,lengte,O
Sentence:  96,van,O
Sentence:  96,jaren,O
Sentence:  96,buitenlands,O
Sentence:  96,afval,O
Sentence:  96,verbranden,O
Sentence:  96,om,O
Sentence:  96,de,O
Sentence:  96,boel,O
Sentence:  96,warm,O
Sentence:  96,te,O
Sentence:  96,houden,O
Sentence:  96,.,O
Sentence:  97,Gemeente,B-ORG.Gov
Sentence:  97,legt,O
Sentence:  97,geen,O
Sentence:  97,strobreed,O
Sentence:  97,in,O
Sentence:  97,de,O
Sentence:  97,weg,O
Sentence:  97,want,O
Sentence:  97,is,O
Sentence:  97,aandeelhouder,O
Sentence:  97,van,O
Sentence:  97,Twence,B-ORG.NonGov
Sentence:  97,.,O
Sentence:  98,Raad,B-ORG.Gov
Sentence:  98,van,I-ORG.Gov
Sentence:  98,Almelo,I-ORG.Gov
Sentence:  98,pompt,O
Sentence:  98,ruim,O
Sentence:  98,twintig,O
Sentence:  98,miljoen,O
Sentence:  98,in,O
Sentence:  98,nieuw,O
Sentence:  98,zwembad,O
Sentence:  99,Want,O
Sentence:  99,bronscheiding,O
