Sentence_id,Sentence #,Token_id,Word,Tag
6,Sentence: 6,15,.,O
7,Sentence: 7,1,Het,B-holder
7,Sentence: 7,2,bedrijf,I-holder
7,Sentence: 7,3,Powerfield,I-holder
7,Sentence: 7,4,wil,B-expression
7,Sentence: 7,5,het,B-target
7,Sentence: 7,6,zonnepark,I-target
7,Sentence: 7,7,neerzetten,I-target
7,Sentence: 7,8,in,I-target
7,Sentence: 7,9,een,I-target
7,Sentence: 7,10,weiland,I-target
7,Sentence: 7,11,ten,I-target
7,Sentence: 7,12,noorden,I-target
7,Sentence: 7,13,van,I-target
7,Sentence: 7,14,de,I-target
7,Sentence: 7,15,Veneweg,I-target
7,Sentence: 7,16,",",O
7,Sentence: 7,17,ter,O
7,Sentence: 7,18,hoogte,O
7,Sentence: 7,19,van,O
7,Sentence: 7,20,de,O
7,Sentence: 7,21,Brugjesgracht,O
7,Sentence: 7,22,.,O
8,Sentence: 8,1,Zo,O
8,Sentence: 8,2,hebben,B-expression
8,Sentence: 8,3,wij,B-holder
8,Sentence: 8,4,een,I-expression
8,Sentence: 8,5,Nederlands,I-expression
8,Sentence: 8,6,transitiefonds,I-expression
8,Sentence: 8,7,opgezet,I-expression
8,Sentence: 8,8,dat,I-expression
8,Sentence: 8,9,investeert,I-expression
8,Sentence: 8,10,in,I-expression
8,Sentence: 8,11,start,B-target
8,Sentence: 8,12,ups,I-target
8,Sentence: 8,13,met,I-target
8,Sentence: 8,14,nieuwe,I-target
8,Sentence: 8,15,ideeën,I-target
8,Sentence: 8,16,om,I-target
8,Sentence: 8,17,duurzame,I-target
8,Sentence: 8,18,energie,I-target
8,Sentence: 8,19,betaalbaar,I-target
8,Sentence: 8,20,te,I-target
8,Sentence: 8,21,houden,I-target
8,Sentence: 8,22,.,O
9,Sentence: 9,1,Volgens,O
9,Sentence: 9,2,opiniepeiler,O
9,Sentence: 9,3,BVA,O
9,Sentence: 9,4,denkt,O
9,Sentence: 9,5,69,B-holder
9,Sentence: 9,6,%,I-holder
9,Sentence: 9,7,van,I-holder
9,Sentence: 9,8,de,I-holder
9,Sentence: 9,9,Fransen,I-holder
9,Sentence: 9,10,dat,O
9,Sentence: 9,11,kernenergie,B-target
9,Sentence: 9,12,bijdraagt,B-expression
9,Sentence: 9,13,aan,I-expression
9,Sentence: 9,14,klimaatverandering,I-expression
9,Sentence: 9,15,.,O
10,Sentence: 10,1,Tegelijkertijd,O
10,Sentence: 10,2,wil,B-expression
10,Sentence: 10,3,de,B-holder
10,Sentence: 10,4,windenergiebranche,I-holder
10,Sentence: 10,5,dat,O
10,Sentence: 10,6,vergunningen,B-target
10,Sentence: 10,7,voor,I-target
10,Sentence: 10,8,windparken,I-target
10,Sentence: 10,9,voor,I-target
10,Sentence: 10,10,40,I-target
10,Sentence: 10,11,jaar,I-target
10,Sentence: 10,12,worden,I-target
10,Sentence: 10,13,afgegeven,I-target
10,Sentence: 10,14,in,O
10,Sentence: 10,15,plaats,O
10,Sentence: 10,16,van,O
10,Sentence: 10,17,30,O
10,Sentence: 10,18,jaar,O
10,Sentence: 10,19,.,O
11,Sentence: 11,1,Nederland,B-holder
11,Sentence: 11,2,wil,B-expression
11,Sentence: 11,3,de,B-target
11,Sentence: 11,4,energietransitie,I-target
11,Sentence: 11,5,in,I-target
11,Sentence: 11,6,30,I-target
11,Sentence: 11,7,jaar,I-target
11,Sentence: 11,8,voltooien,I-target
11,Sentence: 11,9,.,O
12,Sentence: 12,1,De,B-expression
12,Sentence: 12,2,regels,I-expression
12,Sentence: 12,3,voor,I-expression
12,Sentence: 12,4,het,I-expression
12,Sentence: 12,5,plaatsen,I-expression
12,Sentence: 12,6,van,I-expression
12,Sentence: 12,7,kleine,I-target
12,Sentence: 12,8,windturbines,I-target
12,Sentence: 12,9,in,I-target
12,Sentence: 12,10,Dalfsen,I-target
12,Sentence: 12,11,worden,B-expression
12,Sentence: 12,12,versoepeld,I-expression
12,Sentence: 12,13,.,O
13,Sentence: 13,1,Ook,O
13,Sentence: 13,2,willen,B-expression
13,Sentence: 13,3,ze,B-holder
13,Sentence: 13,4,dat,O
13,Sentence: 13,5,de,B-target
13,Sentence: 13,6,wethouder,I-target
13,Sentence: 13,7,met,I-target
13,Sentence: 13,8,huidige,I-target
13,Sentence: 13,9,en,I-target
13,Sentence: 13,10,toekomstige,I-target
13,Sentence: 13,11,initiatiefnemers,I-target
13,Sentence: 13,12,van,I-target
13,Sentence: 13,13,biomassa,I-target
13,Sentence: 13,14,in,I-target
13,Sentence: 13,15,gesprek,I-target
13,Sentence: 13,16,gaat,I-target
13,Sentence: 13,17,over,I-target
13,Sentence: 13,18,de,I-target
13,Sentence: 13,19,mogelijkheden,I-target
13,Sentence: 13,20,fijnstof,I-target
13,Sentence: 13,21,af,I-target
13,Sentence: 13,22,te,I-target
13,Sentence: 13,23,vangen,I-target
13,Sentence: 13,24,.,O
14,Sentence: 14,1,Ook,O
14,Sentence: 14,2,wil,B-expression
14,Sentence: 14,3,de,B-holder
14,Sentence: 14,4,provincie,I-holder
14,Sentence: 14,5,de,B-target
14,Sentence: 14,6,capaciteit,I-target
14,Sentence: 14,7,van,I-target
14,Sentence: 14,8,het,I-target
14,Sentence: 14,9,elektriciteitsnet,I-target
14,Sentence: 14,10,de,I-target
14,Sentence: 14,11,komende,I-target
14,Sentence: 14,12,tien,I-target
14,Sentence: 14,13,jaar,I-target
14,Sentence: 14,14,meer,I-target
14,Sentence: 14,15,dan,I-target
14,Sentence: 14,16,verdubbelden,I-target
14,Sentence: 14,17,.,O
15,Sentence: 15,1,Utrecht,B-holder
15,Sentence: 15,2,wil,B-expression
15,Sentence: 15,3,dat,I-expression
15,Sentence: 15,4,er,I-expression
15,Sentence: 15,5,maximaal,B-target
15,Sentence: 15,6,acht,I-target
15,Sentence: 15,7,(,I-target
15,Sentence: 15,8,grote,I-target
15,Sentence: 15,9,),I-target
15,Sentence: 15,10,windmolens,I-target
15,Sentence: 15,11,en,O
15,Sentence: 15,12,230,B-target
15,Sentence: 15,13,hectare,I-target
15,Sentence: 15,14,zonnevelden,I-target
15,Sentence: 15,15,komen,I-expression
15,Sentence: 15,16,in,O
15,Sentence: 15,17,de,O
15,Sentence: 15,18,polder,O
15,Sentence: 15,19,Rijnenburg,O
15,Sentence: 15,20,bij,O
15,Sentence: 15,21,De,O
15,Sentence: 15,22,Meern,O
15,Sentence: 15,23,.,O
16,Sentence: 16,1,Vattenfall,B-holder
16,Sentence: 16,2,(,O
16,Sentence: 16,3,voorheen,O
16,Sentence: 16,4,:,O
16,Sentence: 16,5,Nuon,O
16,Sentence: 16,6,),O
16,Sentence: 16,7,wil,B-expression
16,Sentence: 16,8,de,B-target
16,Sentence: 16,9,huidige,I-target
16,Sentence: 16,10,elektriciteitscentrale,I-target
16,Sentence: 16,11,deels,I-target
16,Sentence: 16,12,ombouwen,I-target
16,Sentence: 16,13,tot,I-target
16,Sentence: 16,14,biomassacentrale,I-target
16,Sentence: 16,15,die,O
16,Sentence: 16,16,de,O
16,Sentence: 16,17,warmte,O
16,Sentence: 16,18,van,O
16,Sentence: 16,19,90.000,O
16,Sentence: 16,20,woningen,O
16,Sentence: 16,21,in,O
16,Sentence: 16,22,Amsterdam,O
16,Sentence: 16,23,en,O
16,Sentence: 16,24,Almere,O
16,Sentence: 16,25,moet,O
16,Sentence: 16,26,leveren,O
16,Sentence: 16,27,.,O
18,Sentence: 18,1,Ook,O
18,Sentence: 18,2,wil,B-expression
18,Sentence: 18,3,de,B-holder
18,Sentence: 18,4,raad,I-holder
18,Sentence: 18,5,helder,B-target
18,Sentence: 18,6,zien,I-target
18,Sentence: 18,7,te,I-target
18,Sentence: 18,8,krijgen,I-target
18,Sentence: 18,9,hoe,I-target
18,Sentence: 18,10,de,I-target
18,Sentence: 18,11,energiestrategie,I-target
18,Sentence: 18,12,zich,I-target
18,Sentence: 18,13,verhoudt,I-target
18,Sentence: 18,14,tot,I-target
18,Sentence: 18,15,de,I-target
18,Sentence: 18,16,lokale,I-target
18,Sentence: 18,17,energievisie,I-target
18,Sentence: 18,18,",",O
18,Sentence: 18,19,die,O
18,Sentence: 18,20,nog,O
18,Sentence: 18,21,moet,O
18,Sentence: 18,22,worden,O
18,Sentence: 18,23,vastgesteld,O
18,Sentence: 18,24,.,O
19,Sentence: 19,1,De,B-holder
19,Sentence: 19,2,Zwolse,I-holder
19,Sentence: 19,3,energietransitie,I-holder
19,Sentence: 19,4,",",O
19,Sentence: 19,5,met,B-expression
19,Sentence: 19,6,als,I-expression
19,Sentence: 19,7,doelstelling,I-expression
19,Sentence: 19,8,om,O
19,Sentence: 19,9,in,B-target
19,Sentence: 19,10,2050,I-target
19,Sentence: 19,11,energie,I-target
19,Sentence: 19,12,neutraal,I-target
19,Sentence: 19,13,te,I-target
19,Sentence: 19,14,zijn,I-target
19,Sentence: 19,15,",",O
19,Sentence: 19,16,raakt,O
19,Sentence: 19,17,uiteindelijk,O
19,Sentence: 19,18,alle,O
19,Sentence: 19,19,inwoners,O
19,Sentence: 19,20,van,O
19,Sentence: 19,21,de,O
19,Sentence: 19,22,stad,O
19,Sentence: 19,23,.,O
20,Sentence: 20,1,Het,O
20,Sentence: 20,2,handjevol,O
20,Sentence: 20,3,elektrische,O
20,Sentence: 20,4,auto,O
20,Sentence: 20,5,’,O
20,Sentence: 20,6,s,O
20,Sentence: 20,7,die,O
20,Sentence: 20,8,dit,O
20,Sentence: 20,9,jaar,O
20,Sentence: 20,10,wel,O
20,Sentence: 20,11,op,O
20,Sentence: 20,12,kenteken,O
20,Sentence: 20,13,zijn,O
20,Sentence: 20,14,gezet,O
20,Sentence: 20,15,",",O
20,Sentence: 20,16,zijn,O
20,Sentence: 20,17,verkocht,O
20,Sentence: 20,18,aan,O
20,Sentence: 20,19,particulieren,O
20,Sentence: 20,20,die,B-holder
20,Sentence: 20,21,groen,B-target
20,Sentence: 20,22,willen,B-expression
20,Sentence: 20,23,rijden,I-target
20,Sentence: 20,24,.,O
22,Sentence: 22,1,Zo,O
22,Sentence: 22,2,wilde,B-expression
22,Sentence: 22,3,de,B-holder
22,Sentence: 22,4,Pvd,I-holder
22,Sentence: 22,5,A,I-holder
22,Sentence: 22,6,niet,O
22,Sentence: 22,7,alleen,O
22,Sentence: 22,8,weten,B-target
22,Sentence: 22,9,of,I-target
22,Sentence: 22,10,de,I-target
22,Sentence: 22,11,overgang,I-target
22,Sentence: 22,12,naar,I-target
22,Sentence: 22,13,duurzame,I-target
22,Sentence: 22,14,energie,I-target
22,Sentence: 22,15,betaalbaar,I-target
22,Sentence: 22,16,is,I-target
22,Sentence: 22,17,voor,I-target
22,Sentence: 22,18,de,I-target
22,Sentence: 22,19,inwoners,I-target
22,Sentence: 22,20,",",I-target
22,Sentence: 22,21,maar,O
22,Sentence: 22,22,ook,O
22,Sentence: 22,23,hoe,I-target
22,Sentence: 22,24,de,I-target
22,Sentence: 22,25,gemeente,I-target
22,Sentence: 22,26,hen,I-target
22,Sentence: 22,27,enthousiast,I-target
22,Sentence: 22,28,krijgt,I-target
22,Sentence: 22,29,voor,I-target
22,Sentence: 22,30,de,I-target
22,Sentence: 22,31,energieplannen,I-target
22,Sentence: 22,32,.,O
24,Sentence: 24,1,Duitsland,B-holder
24,Sentence: 24,2,reserveert,B-expression
24,Sentence: 24,3,ruim,I-expression
24,Sentence: 24,4,4,I-expression
24,Sentence: 24,5,miljard,I-expression
24,Sentence: 24,6,euro,I-expression
24,Sentence: 24,7,om,O
24,Sentence: 24,8,energiebedrijven,B-target
24,Sentence: 24,9,te,I-target
24,Sentence: 24,10,compenseren,I-target
24,Sentence: 24,11,die,I-target
24,Sentence: 24,12,getroffen,I-target
24,Sentence: 24,13,gaan,I-target
24,Sentence: 24,14,worden,I-target
24,Sentence: 24,15,door,I-target
24,Sentence: 24,16,de,I-target
24,Sentence: 24,17,sluiting,I-target
24,Sentence: 24,18,van,I-target
24,Sentence: 24,19,kolencentrales,I-target
24,Sentence: 24,20,.,O
25,Sentence: 25,1,Op,O
25,Sentence: 25,2,die,O
25,Sentence: 25,3,schommelingen,O
25,Sentence: 25,4,in,O
25,Sentence: 25,5,het,O
25,Sentence: 25,6,energienet,O
25,Sentence: 25,7,moet,B-expression
25,Sentence: 25,8,een,B-target
25,Sentence: 25,9,Europees,I-target
25,Sentence: 25,10,antwoord,I-target
25,Sentence: 25,11,komen,I-expression
25,Sentence: 25,12,",",O
25,Sentence: 25,13,vindt,O
25,Sentence: 25,14,Tennet,B-holder
25,Sentence: 25,15,",",O
25,Sentence: 25,16,dat,O
25,Sentence: 25,17,voor,O
25,Sentence: 25,18,100,O
25,Sentence: 25,19,%,O
25,Sentence: 25,20,in,O
25,Sentence: 25,21,handen,O
25,Sentence: 25,22,is,O
25,Sentence: 25,23,van,O
25,Sentence: 25,24,de,O
25,Sentence: 25,25,Nederlandse,O
25,Sentence: 25,26,staat,O
25,Sentence: 25,27,.,O
26,Sentence: 26,1,Daarmee,O
26,Sentence: 26,2,wilde,B-expression
26,Sentence: 26,3,de,B-holder
26,Sentence: 26,4,gemeente,I-holder
26,Sentence: 26,5,maximaal,B-target
26,Sentence: 26,6,gebruik,I-target
26,Sentence: 26,7,maken,I-target
26,Sentence: 26,8,van,I-target
26,Sentence: 26,9,de,I-target
26,Sentence: 26,10,beschikbare,I-target
26,Sentence: 26,11,ruimte,I-target
26,Sentence: 26,12,",",O
26,Sentence: 26,13,en,O
26,Sentence: 26,14,op,O
26,Sentence: 26,15,deze,O
26,Sentence: 26,16,manier,O
26,Sentence: 26,17,hun,I-target
26,Sentence: 26,18,steentje,I-target
26,Sentence: 26,19,bijdragen,I-target
26,Sentence: 26,20,aan,I-target
26,Sentence: 26,21,het,I-target
26,Sentence: 26,22,produceren,I-target
26,Sentence: 26,23,van,I-target
26,Sentence: 26,24,zoveel,I-target
26,Sentence: 26,25,mogelijk,I-target
26,Sentence: 26,26,duurzame,I-target
26,Sentence: 26,27,energie,I-target
26,Sentence: 26,28,.,O
28,Sentence: 28,1,Daarnaast,O
28,Sentence: 28,2,wil,B-expression
28,Sentence: 28,3,het,B-holder
28,Sentence: 28,4,de,B-target
28,Sentence: 28,5,CO2,I-target
28,Sentence: 28,6,uitstoot,I-target
28,Sentence: 28,7,in,I-target
28,Sentence: 28,8,de,I-target
28,Sentence: 28,9,aandelenportefeuille,I-target
28,Sentence: 28,10,verder,I-target
28,Sentence: 28,11,terugbrengen,I-target
28,Sentence: 28,12,en,O
28,Sentence: 28,13,meer,B-target
28,Sentence: 28,14,beleggen,I-target
28,Sentence: 28,15,in,I-target
28,Sentence: 28,16,duurzame,I-target
28,Sentence: 28,17,energie,I-target
28,Sentence: 28,18,.,O
29,Sentence: 29,1,De,B-holder
29,Sentence: 29,2,metaalfondsen,I-holder
29,Sentence: 29,3,PMT,I-holder
29,Sentence: 29,4,en,I-holder
29,Sentence: 29,5,PME,I-holder
29,Sentence: 29,6,-,O
29,Sentence: 29,7,het,O
29,Sentence: 29,8,derde,O
29,Sentence: 29,9,en,O
29,Sentence: 29,10,vijfde,O
29,Sentence: 29,11,pensioenfonds,O
29,Sentence: 29,12,van,O
29,Sentence: 29,13,Nederland,O
29,Sentence: 29,14,-,O
29,Sentence: 29,15,willen,B-expression
29,Sentence: 29,16,hun,B-target
29,Sentence: 29,17,CO2,I-target
29,Sentence: 29,18,uitstoot,I-target
29,Sentence: 29,19,in,I-target
29,Sentence: 29,20,2025,I-target
29,Sentence: 29,21,halveren,I-expression
29,Sentence: 29,22,ten,O
29,Sentence: 29,23,opzichte,O
29,Sentence: 29,24,van,O
29,Sentence: 29,25,2015,O
29,Sentence: 29,26,.,O
31,Sentence: 31,1,Maar,O
31,Sentence: 31,2,het,B-holder
31,Sentence: 31,3,ministerie,I-holder
31,Sentence: 31,4,heeft,B-expression
31,Sentence: 31,5,dat,B-target
31,Sentence: 31,6,liever,I-expression
31,Sentence: 31,7,niet,I-expression
31,Sentence: 31,8,",",O
31,Sentence: 31,9,omdat,O
31,Sentence: 31,10,daar,B-target
31,Sentence: 31,11,veel,I-expression
31,Sentence: 31,12,meer,I-expression
31,Sentence: 31,13,broeikasgassen,I-expression
31,Sentence: 31,14,vrijkomen,I-expression
31,Sentence: 31,15,bij,I-expression
31,Sentence: 31,16,de,I-expression
31,Sentence: 31,17,winning,I-expression
31,Sentence: 31,18,en,I-expression
31,Sentence: 31,19,later,I-expression
31,Sentence: 31,20,bij,I-expression
31,Sentence: 31,21,het,I-expression
31,Sentence: 31,22,transport,I-expression
31,Sentence: 31,23,.,O
33,Sentence: 33,1,Obrist,B-holder
33,Sentence: 33,2,is,O
33,Sentence: 33,3,van,O
33,Sentence: 33,4,mening,O
33,Sentence: 33,5,dat,O
33,Sentence: 33,6,elektrische,B-target
33,Sentence: 33,7,auto,I-target
33,Sentence: 33,8,s,I-target
33,Sentence: 33,9,nog,B-expression
33,Sentence: 33,10,te,I-expression
33,Sentence: 33,11,duur,I-expression
33,Sentence: 33,12,zijn,O
33,Sentence: 33,13,",",O
33,Sentence: 33,14,voor,O
33,Sentence: 33,15,een,O
33,Sentence: 33,16,belangrijk,O
33,Sentence: 33,17,deel,O
33,Sentence: 33,18,vanwege,O
33,Sentence: 33,19,de,O
33,Sentence: 33,20,accu,O
33,Sentence: 33,21,s,O
33,Sentence: 33,22,.,O
34,Sentence: 34,1,Tientallen,B-holder
34,Sentence: 34,2,verontruste,I-holder
34,Sentence: 34,3,burgers,I-holder
34,Sentence: 34,4,verzamelden,O
34,Sentence: 34,5,zich,O
34,Sentence: 34,6,maandagmiddag,O
34,Sentence: 34,7,bij,O
34,Sentence: 34,8,het,O
34,Sentence: 34,9,Provinciehuis,O
34,Sentence: 34,10,in,O
34,Sentence: 34,11,Haarlem,O
34,Sentence: 34,12,om,O
34,Sentence: 34,13,hun,B-expression
34,Sentence: 34,14,ongenoegen,I-expression
34,Sentence: 34,15,tegen,I-expression
34,Sentence: 34,16,de,B-target
34,Sentence: 34,17,komst,I-target
34,Sentence: 34,18,van,I-target
34,Sentence: 34,19,windmolens,I-target
34,Sentence: 34,20,te,O
34,Sentence: 34,21,uiten,O
34,Sentence: 34,22,.,O
35,Sentence: 35,1,Zoals,O
35,Sentence: 35,2,wij,O
35,Sentence: 35,3,nu,O
35,Sentence: 35,4,zien,O
35,Sentence: 35,5,kiest,B-expression
35,Sentence: 35,6,deze,B-holder
35,Sentence: 35,7,groep,I-holder
35,Sentence: 35,8,leaserijders,I-holder
35,Sentence: 35,9,juist,O
35,Sentence: 35,10,een,B-target
35,Sentence: 35,11,elektrische,I-target
35,Sentence: 35,12,auto,I-target
35,Sentence: 35,13,.,O
43,Sentence: 43,1,Gisteren,O
43,Sentence: 43,2,was,B-expression
43,Sentence: 43,3,steun,I-expression
43,Sentence: 43,4,voor,I-expression
43,Sentence: 43,5,drie,B-target
43,Sentence: 43,6,windmolens,I-target
43,Sentence: 43,7,en,O
43,Sentence: 43,8,bijna,B-target
43,Sentence: 43,9,800,I-target
43,Sentence: 43,10,hectares,I-target
43,Sentence: 43,11,aan,I-target
43,Sentence: 43,12,zonnevelden,I-target
43,Sentence: 43,13,ver,I-expression
43,Sentence: 43,14,te,I-expression
43,Sentence: 43,15,zoeken,I-expression
43,Sentence: 43,16,.,O
44,Sentence: 44,1,Om,O
44,Sentence: 44,2,dat,O
44,Sentence: 44,3,voor,O
44,Sentence: 44,4,elkaar,O
44,Sentence: 44,5,te,O
44,Sentence: 44,6,krijgen,O
44,Sentence: 44,7,werkten,B-expression
44,Sentence: 44,8,gemeente,B-holder
44,Sentence: 44,9,",",O
44,Sentence: 44,10,woningcorporaties,B-holder
44,Sentence: 44,11,en,O
44,Sentence: 44,12,netbeheerder,B-holder
44,Sentence: 44,13,samen,I-expression
44,Sentence: 44,14,aan,I-expression
44,Sentence: 44,15,een,I-expression
44,Sentence: 44,16,plan,I-expression
44,Sentence: 44,17,voor,I-expression
44,Sentence: 44,18,een,B-target
44,Sentence: 44,19,warmtevoorziening,I-target
44,Sentence: 44,20,op,I-target
44,Sentence: 44,21,wijkniveau,I-target
44,Sentence: 44,22,.,O
46,Sentence: 46,1,De,B-expression
46,Sentence: 46,2,oproep,I-expression
46,Sentence: 46,3,van,O
46,Sentence: 46,4,de,B-holder
46,Sentence: 46,5,fractie,I-holder
46,Sentence: 46,6,geen,I-expression
46,Sentence: 46,7,windturbines,B-target
46,Sentence: 46,8,te,I-expression
46,Sentence: 46,9,plaatsen,I-expression
46,Sentence: 46,10,binnen,I-target
46,Sentence: 46,11,een,I-target
46,Sentence: 46,12,straal,I-target
46,Sentence: 46,13,van,I-target
46,Sentence: 46,14,één,I-target
46,Sentence: 46,15,kilometer,I-target
46,Sentence: 46,16,van,I-target
46,Sentence: 46,17,bestaande,I-target
46,Sentence: 46,18,woningen,I-target
46,Sentence: 46,19,",",O
46,Sentence: 46,20,kreeg,B-expression
46,Sentence: 46,21,alleen,O
46,Sentence: 46,22,bijval,I-expression
46,Sentence: 46,23,van,O
46,Sentence: 46,24,Haaksbergen,B-holder
46,Sentence: 46,25,Centraal,I-holder
46,Sentence: 46,26,.,O
47,Sentence: 47,1,De,B-holder
47,Sentence: 47,2,partij,I-holder
47,Sentence: 47,3,vindt,O
47,Sentence: 47,4,het,O
47,Sentence: 47,5,dan,O
47,Sentence: 47,6,ook,O
47,Sentence: 47,7,een,B-expression
47,Sentence: 47,8,goed,I-expression
47,Sentence: 47,9,moment,I-expression
47,Sentence: 47,10,om,I-expression
47,Sentence: 47,11,de,B-target
47,Sentence: 47,12,kolencentrale,I-target
47,Sentence: 47,13,permanent,I-expression
47,Sentence: 47,14,te,I-expression
47,Sentence: 47,15,sluiten,I-expression
47,Sentence: 47,16,.,O
48,Sentence: 48,1,Eerder,O
48,Sentence: 48,2,was,B-expression
48,Sentence: 48,3,Groen,B-holder
48,Sentence: 48,4,Links,I-holder
48,Sentence: 48,5,nog,O
48,Sentence: 48,6,fel,I-expression
48,Sentence: 48,7,gekant,I-expression
48,Sentence: 48,8,tegen,I-expression
48,Sentence: 48,9,de,B-target
48,Sentence: 48,10,bouw,I-target
48,Sentence: 48,11,van,I-target
48,Sentence: 48,12,biomassacentrales,I-target
48,Sentence: 48,13,",",O
48,Sentence: 48,14,onder,O
48,Sentence: 48,15,andere,O
48,Sentence: 48,16,die,O
48,Sentence: 48,17,in,O
48,Sentence: 48,18,Diemen,O
48,Sentence: 48,19,.,O
52,Sentence: 52,1,Ondanks,O
52,Sentence: 52,2,dat,O
52,Sentence: 52,3,president,B-holder
52,Sentence: 52,4,Trump,I-holder
52,Sentence: 52,5,zich,B-expression
52,Sentence: 52,6,uit,I-expression
52,Sentence: 52,7,het,B-target
52,Sentence: 52,8,klimaatakkoord,I-target
52,Sentence: 52,9,van,I-target
52,Sentence: 52,10,Parijs,I-target
52,Sentence: 52,11,heeft,I-expression
52,Sentence: 52,12,teruggetrokken,I-expression
52,Sentence: 52,13,",",O
52,Sentence: 52,14,was,O
52,Sentence: 52,15,daar,O
52,Sentence: 52,16,de,O
52,Sentence: 52,17,daling,O
52,Sentence: 52,18,in,O
52,Sentence: 52,19,absolute,O
52,Sentence: 52,20,aantallen,O
52,Sentence: 52,21,het,O
52,Sentence: 52,22,grootst,O
52,Sentence: 52,23,.,O
56,Sentence: 56,1,Toch,O
56,Sentence: 56,2,wil,B-expression
56,Sentence: 56,3,Timmermans,B-holder
56,Sentence: 56,4,gewoon,O
56,Sentence: 56,5,van,I-expression
56,Sentence: 56,6,kernenergie,B-target
56,Sentence: 56,7,af,I-expression
56,Sentence: 56,8,",",O
56,Sentence: 56,9,zoveel,O
56,Sentence: 56,10,is,O
56,Sentence: 56,11,wel,O
56,Sentence: 56,12,duidelijk,O
56,Sentence: 56,13,.,O
58,Sentence: 58,1,Hij,B-holder
58,Sentence: 58,2,is,B-expression
58,Sentence: 58,3,bang,I-expression
58,Sentence: 58,4,dat,O
58,Sentence: 58,5,er,B-target
58,Sentence: 58,6,duizenden,I-target
58,Sentence: 58,7,hectares,I-target
58,Sentence: 58,8,met,I-target
58,Sentence: 58,9,zonnepanelen,I-target
58,Sentence: 58,10,en,I-target
58,Sentence: 58,11,honderden,I-target
58,Sentence: 58,12,windmolens,I-target
58,Sentence: 58,13,in,I-target
58,Sentence: 58,14,de,I-target
58,Sentence: 58,15,omgeving,I-target
58,Sentence: 58,16,komen,I-target
58,Sentence: 58,17,te,I-target
58,Sentence: 58,18,staan,I-target
58,Sentence: 58,19,",",O
58,Sentence: 58,20,schrijft,O
58,Sentence: 58,21,RTV,O
58,Sentence: 58,22,Oost,O
58,Sentence: 58,23,.,O
60,Sentence: 60,1,Eerder,O
60,Sentence: 60,2,was,B-expression
60,Sentence: 60,3,er,I-expression
60,Sentence: 60,4,kritiek,I-expression
60,Sentence: 60,5,op,I-expression
60,Sentence: 60,6,ramingen,B-target
